Vehicle ID,State,Repair ,Reason,YEAR ,Make,Body Type 
1.56072E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.57049E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.58029E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.59012E+15,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.59998E+15,PA,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.59998E+15,PA,Windshield replacement,Crack,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.60987E+15,PA,Rocker Panel,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.60987E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.61979E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.62975E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.63973E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.64974E+15,PA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.65979E+15,RI,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.65979E+15,RI,Fender replacement ,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.65979E+15,RI,Rocker Panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.65979E+15,RI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.65979E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.66986E+15,RI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.67997E+15,RI,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.67997E+15,RI,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.67997E+15,RI,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.67997E+15,RI,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.6901E+15,RI,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.6901E+15,RI,Fule tank,Hole,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.70027E+15,RI,Transmission,slips in and out of gear,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.71046E+15,RI,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.72069E+15,RI,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.73095E+15,RI,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.74124E+15,RI,Windshield replacement,Crack,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.75156E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.75156E+15,SC,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.7619E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.77228E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.78269E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.79313E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.8036E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.81411E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.82464E+15,SC,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.8352E+15,SC,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.84579E+15,SC,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.84579E+15,SC,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.84579E+15,SC,Transmission,slips in and out of gear,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.85642E+15,SC,Tire repair,Flat- reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.86707E+15,SD,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.86707E+15,SD,Windshield replacement,Crack,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.87775E+15,SD,Dent Repair Rear,Collision,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.87775E+15,SD,Tire replacement,Flat- hole not reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.87775E+15,SD,Windshield replacement,Crack,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.88847E+15,SD,Dent Repair  Left Fender,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.88847E+15,SD,Dent Repair Rear,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.88847E+15,SD,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.88847E+15,SD,Windshield replacement,Crack,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.89921E+15,TN,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.89921E+15,TN,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.90999E+15,TN,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.9208E+15,TN,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.93163E+15,TN,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.9425E+15,TN,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.9534E+15,TN,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.96432E+15,TN,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.97528E+15,TN,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.97528E+15,TN,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
1.98627E+15,TX,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.98627E+15,TX,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
1.99729E+15,TX,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.00834E+15,TX,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.00834E+15,TX,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.00834E+15,TX,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.01942E+15,TX,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.03053E+15,TX,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.04167E+15,TX,Windshield replacement,Crack,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.05285E+15,TX,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.06405E+15,TX,Dent Repair Rear,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.07528E+15,UT,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.08655E+15,UT,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.09784E+15,UT,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.09784E+15,UT,Windshield replacement,Crack,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.10916E+15,UT,Windshield replacement,Crack,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.12052E+15,UT,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.1319E+15,UT,Dent Repair  Left Fender,Collision,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.1319E+15,UT,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.1319E+15,UT,Tire replacement,Flat- hole not reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.1319E+15,UT,Windshield replacement,Crack,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.14332E+15,VA,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.14332E+15,VA,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.14332E+15,VA,Fule tank,Hole,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.14332E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.14332E+15,VA,Tire replacement,Flat- hole not reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.15477E+15,VA,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.15477E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.16624E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.17775E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.18929E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.20086E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.21245E+15,VA,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.22408E+15,VA,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.23574E+15,VA,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.24743E+15,VA,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.25915E+15,VA,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.27091E+15,VA,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.27091E+15,VA,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.27091E+15,VA,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.27091E+15,VA,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.27091E+15,VA,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.28269E+15,VA,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.2945E+15,VA,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.2945E+15,VA,Windshield replacement,Crack,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.30634E+15,VA,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.30634E+15,VA,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.31821E+15,VT,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.31821E+15,VT,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.31821E+15,VT,Fender replacement ,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.31821E+15,VT,Rocker Panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.31821E+15,VT,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.31821E+15,VT,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.31821E+15,VT,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.33012E+15,VT,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.33012E+15,VT,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.34205E+15,VT,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.34205E+15,VT,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.35402E+15,VT,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.35402E+15,VT,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.36601E+15,VT,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.36601E+15,VT,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.37804E+15,VT,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.37804E+15,VT,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.37804E+15,VT,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.39009E+15,VT,Fule tank,Hole,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.40218E+15,VT,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.4143E+15,WA,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.4143E+15,VT,Dent Repair Rear,Collision,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.4143E+15,VT,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.42644E+15,WA,Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.43862E+15,WA,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.43862E+15,WA,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.45083E+15,WA,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.45083E+15,WA,Windshield replacement,Crack,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.46307E+15,WI,Battery replacement,Dead battery,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.46307E+15,WI,Cab corner panel,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.46307E+15,WI,Fule tank,Hole,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.46307E+15,WI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.46307E+15,WI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.46307E+15,WI,Tire repair,Flat- reparable,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.47534E+15,WI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.47534E+15,WI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.48764E+15,WI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.48764E+15,WI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.49997E+15,WI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.49997E+15,WI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.51233E+15,WI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.51233E+15,WI,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.51233E+15,WI,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.52472E+15,WI,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.52472E+15,WI,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.52472E+15,WI,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.52472E+15,WI,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.52472E+15,WI,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.52472E+15,WI,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.53714E+15,WI,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.53714E+15,WI,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.54959E+15,WI,Wheel Arch,Rust,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.56208E+15,WI,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.57459E+15,WV,Brake line replacement,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.57459E+15,WV,Fender replacement ,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.57459E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.57459E+15,WV,Windshield replacement,Crack,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.58713E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.59971E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.61231E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.62495E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.63761E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.63761E+15,WV,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.65031E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.65031E+15,WV,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.66304E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.66304E+15,WV,Struts,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.67579E+15,WV,Shocks,Rust,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.67579E+15,WV,Transmission,slips in and out of gear,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.68858E+15,WV,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.68858E+15,WV,Fule tank,Hole,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.68858E+15,WV,Tire repair,Flat- reparable,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.7014E+15,WV,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.7014E+15,WV,Fender replacement ,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.7014E+15,WV,Fule tank,Hole,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.7014E+15,WV,Rocker Panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.7014E+15,WV,Wheel Arch,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.71425E+15,WV,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.72713E+15,WV,Tire repair,Flat- reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.72713E+15,WV,Tire replacement,Flat- hole not reparable,2018,RAM ,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.74004E+15,WY,Battery replacement,Dead battery,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.74004E+15,WY,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.74004E+15,WY,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.74004E+15,WY,Windshield replacement,Crack,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.75297E+15,WY,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
2.76595E+15,WY,Tire repair,Flat- reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.76595E+15,WY,Tire replacement,Flat- hole not reparable,2019,RAM ,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.81813E+15,CT,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.83125E+15,DE,Fule tank,Corrosion,2016,RAM ,"1500 4WD Quad Cab 140.5"" SLT"
2.95073E+15,IA,Fule tank,Hole,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.95073E+15,IA,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.96416E+15,IA,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT
3.01818E+15,ID,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,"1500 2WD Double Cab 143.5"" LT w/1LT"
3.08638E+15,IA,Fule tank,Corrosion,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.11388E+15,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,"1500 4WD Double Cab 143.5"" LT w/1LT"
